n,k,entry,factors,max_factor
37,-16,7776444187917695361424,"{2: 4, 37: 1, 13135885452563674597: 1}",13135885452563674597
37,-14,5192008654810558386928,"{2: 4, 14369: 1, 22583376778179407: 1}",22583376778179407
37,-12,3155786719635238346416,"{2: 4, 11: 1, 1792522663: 1, 10003001207: 1}",10003001207
37,-10,1741743709096821651616,"{2: 5, 378949: 1, 143632760369537: 1}",143632760369537
37,-8,871563394919334454816,"{2: 5, 156491: 1, 174044233158643: 1}",174044233158643
37,-6,395036080012615275616,"{2: 5, 4999: 1, 39857: 1, 61958235541: 1}",61958235541
37,-4,162067170502663676896,"{2: 5, 281: 1, 4937: 1, 3650695617599: 1}",3650695617599
37,-2,60143272592059852456,"{2: 3, 20618065709: 1, 364627273: 1}",20618065709
37,0,20173116548685803656,"{2: 3, 459593: 1, 5486679667849: 1}",5486679667849
38,-35,75556062590290759429684,"{2: 2, 38629: 1, 3554591: 1, 137564452439: 1}",137564452439
38,-33,75533848584266803559776,"{2: 5, 2360432768258337611243: 1}",2360432768258337611243
38,-31,75400564548123068340328,"{2: 3, 11: 1, 41: 1, 47: 1, 444641721399980353: 1}",444641721399980353
38,-29,74882237740897431375808,"{2: 6, 149: 1, 683: 1, 853: 1, 149837: 1, 89954681: 1}",89954681
38,-27,73413645120424793309668,"{2: 2, 479: 1, 15992693: 1, 2395850324011: 1}",2395850324011
38,-25,70182741355384989564160,"{2: 8, 5: 1, 84365131: 1, 445271: 1, 1459597: 1}",84365131
38,-23,64438912439758671794368,"{2: 6, 347: 1, 2901608088966078521: 1}",2901608088966078521
38,-21,55959926897643631277056,"{2: 10, 6481: 1, 8432088583703149: 1}",8432088583703149
38,-19,45361194969999830630416,"{2: 4, 43: 1, 257: 1, 256544628144510851: 1}",256544628144510851
38,-17,33977371788456489195136,"{2: 7, 298691: 1, 888705106941007: 1}",888705106941007
38,-15,23352470152349370522208,"{2: 5, 3688193: 1, 197865104201683: 1}",197865104201683
38,-13,14659368813716273426176,"{2: 8, 547: 1, 8161: 1, 9213697: 1, 1392229: 1}",9213697
38,-11,8381017846925703301264,"{2: 4, 47251: 1, 11085767823598579: 1}",11085767823598579
38,-9,4356433893854825016064,"{2: 8, 10298879: 1, 1652346813461: 1}",1652346813461
38,-7,2056671634957180281664,"{2: 6, 13: 1, 61: 1, 293: 1, 2713: 1, 21001: 1, 2427473: 1}",2427473
38,-5,881237591520606306304,"{2: 14, 911: 1, 59041135117271: 1}",59041135117271
38,-3,342496988278843234264,"{2: 3, 357723559: 1, 119679351437: 1}",119679351437
38,-1,120662622238117263424,"{2: 6, 1885353472470582241: 1}",1885353472470582241
39,-36,302226051496786601708188,"{2: 2, 7: 1, 25309: 1, 10814953: 1, 39434309773: 1}",39434309773
39,-34,302157608343091170109012,"{2: 2, 30707938493: 1, 2459930747321: 1}",2459930747321
39,-32,301735542228636008580760,"{2: 3, 5: 1, 71: 1, 149: 1, 251: 1, 9536731: 1, 297884981: 1}",297884981
39,-30,300047277770815362467752,"{2: 3, 929: 1, 1439: 1, 3283817: 1, 8543665747: 1}",8543665747
39,-28,295123173102171811304812,"{2: 2, 2089: 1, 10297303: 1, 3429899447509: 1}",3429899447509
39,-26,283961869186579762002148,"{2: 2, 21001: 1, 3380337474246223537: 1}",3380337474246223537
39,-24,263499478674661004947264,"{2: 6, 61: 1, 821: 1, 230203: 1, 357121350407: 1}",357121350407
39,-22,232318693132689565625536,"{2: 6, 3629979580198274462899: 1}",3629979580198274462899
39,-20,192043511807643123168304,"{2: 4, 12002719487977695198019: 1}",12002719487977695198019
39,-18,147293310335369298215824,"{2: 4, 569: 1, 16178966425238279681: 1}",16178966425238279681
39,-16,104034782245504600761760,"{2: 5, 5: 1, 1487: 1, 437267914616276903: 1}",437267914616276903
39,-14,67330576593498190800736,"{2: 5, 2104080518546818462523: 1}",2104080518546818462523
39,-12,39802422354493383329968,"{2: 4, 2173250221: 1, 1144668650263: 1}",1144668650263
39,-10,21450319528490178349456,"{2: 4, 193: 1, 88364777: 1, 78609908081: 1}",78609908081
39,-8,10526448798726365861056,"{2: 6, 73: 1, 1019: 1, 130973: 1, 16881968629: 1}",16881968629
39,-6,4700384409518999200576,"{2: 6, 313: 1, 1171: 1, 200378984125783: 1}",200378984125783
39,-4,1908728556357136009096,"{2: 3, 15737: 1, 2474561: 1, 6126805241: 1}",6126805241
39,-2,704484854993195024536,"{2: 3, 88060606874149378067: 1}",88060606874149378067
39,0,236167860018329086096,"{2: 4, 7307: 1, 2020048070500283: 1}",2020048070500283
40,-37,1208909609394017098801108,"{2: 2, 37: 1, 131: 1, 157: 1, 16693: 1, 500111: 1, 47572981: 1}",47572981
40,-35,1208698876526060112035224,"{2: 3, 821: 1, 812051: 1, 226621791706493: 1}",226621791706493
40,-33,1207364235028999195851292,"{2: 2, 1091: 1, 485790439: 1, 569514258827: 1}",569514258827
40,-31,1201877375541082095984016,"{2: 4, 7: 2, 181: 1, 353: 1, 499: 1, 4161343: 1, 11554649: 1}",11554649
40,-29,1185416797077330796382188,"{2: 2, 79: 1, 179: 1, 20957089263088374167: 1}",20957089263088374167
40,-27,1147008780661911097311256,"{2: 3, 71: 1, 22943: 1, 88017332349514619: 1}",88017332349514619
40,-25,1074460305210562776843940,"{2: 2, 5: 1, 2879: 1, 18660304015466529643: 1}",18660304015466529643
40,-23,960455558072729701823872,"{2: 7, 107: 1, 131: 1, 193: 1, 2773670848774379: 1}",2773670848774379
40,-21,808449228555618935130448,"{2: 4, 29: 1, 646193: 1, 2696326755838249: 1}",2696326755838249
40,-19,633923442813751017815776,"{2: 5, 7: 2, 101: 1, 113: 1, 35423456580894539: 1}",35423456580894539
40,-17,459397657071883100501104,"{2: 4, 631: 1, 45502937507119958449: 1}",45502937507119958449
40,-15,306026512025999173163968,"{2: 6, 3981903719: 1, 1200848786873: 1}",1200848786873
40,-13,186737843656978340790640,"{2: 4, 5: 1, 71: 1, 397: 1, 1031: 1, 80322058810439: 1}",80322058810439
40,-11,104153380939963918378336,"{2: 5, 3254793154373872449323: 1}",3254793154373872449323
40,-9,53029665924669275932624,"{2: 4, 53: 1, 62534983401732636713: 1}",62534983401732636713
40,-7,24627602027283363462784,"{2: 7, 115571: 1, 24771347: 1, 67206869: 1}",67206869
40,-5,10426570078590407227864,"{2: 3, 7: 2, 311: 1, 143400461: 1, 596409377: 1}",596409377
40,-3,4022183121336721082704,"{2: 4, 9539: 1, 759881: 1, 34681144591: 1}",34681144591
40,-1,1412988435048182282824,"{2: 3, 1962953: 1, 89978493820801: 1}",89978493820801
41,-38,4835654647796680471109500,"{2: 2, 5: 3, 7: 1, 11: 1, 41: 1, 71: 1, 181: 1, 241: 1, 337: 1, 8861: 1, 331241: 1}",331241
41,-36,4835006238972197434906780,"{2: 2, 5: 1, 241750311948609871745339: 1}",241750311948609871745339
41,-34,4830791581613057699589100,"{2: 2, 5: 2, 17: 1, 521: 1, 10259: 1, 215353: 1, 13873: 1, 177953: 1}",215353
41,-32,4812996361652245483803340,"{2: 2, 5: 1, 433: 1, 5651: 1, 98349540244716349: 1}",98349540244716349
41,-30,4758127766773074485130580,"{2: 2, 5: 1, 237906388338653724256529: 1}",237906388338653724256529
41,-28,4626443139063064088315956,"{2: 2, 202679: 1, 5706613831555148891: 1}",5706613831555148891
41,-26,4370389696293599427843076,"{2: 2, 43: 1, 31771: 1, 799762123329817273: 1}",799762123329817273
41,-24,3955826979428751882315556,"{2: 2, 97: 1, 4440876569: 1, 2295814846673: 1}",2295814846673
41,-22,3385803243739586507215216,"{2: 4, 23: 1, 41: 1, 67: 1, 16673: 1, 200882215019027: 1}",200882215019027
41,-20,2710219556996871988577776,"{2: 4, 61: 1, 25229: 1, 110066364112795319: 1}",110066364112795319
41,-18,2012116414029400319319088,"{2: 4, 4127: 1, 30471838109240978909: 1}",30471838109240978909
41,-16,1377477193149880619993008,"{2: 4, 107: 1, 149: 1, 1193: 1, 4526410572990437: 1}",4526410572990437
41,-14,866240042996934195535888,"{2: 4, 6351224533: 1, 8524340842621: 1}",8524340842621
41,-12,499197986476870095925648,"{2: 4, 1082699561: 1, 28816742223473: 1}",28816742223473
41,-10,263242378713971746176208,"{2: 4, 11: 1, 3923: 1, 381263149019146621: 1}",381263149019146621
41,-8,126912472006519366320976,"{2: 4, 7932029500407460395061: 1}",7932029500407460395061
41,-6,55907312263054585146376,"{2: 3, 41: 1, 101: 2, 16709060165985217: 1}",16709060165985217
41,-4,22493119442600570475976,"{2: 3, 11: 1, 61: 1, 4190223443107408807: 1}",4190223443107408807
41,-2,8261148426481267931176,"{2: 3, 109: 1, 131: 1, 1543: 1, 550841: 1, 85086461: 1}",85086461
41,0,2768106981663291510376,"{2: 3, 279311: 1, 10789567: 1, 114815581: 1}",114815581
42,-39,19342667221848558112153204,"{2: 2, 83: 1, 97007: 1, 2305103: 1, 260546273807: 1}",260546273807
42,-37,19340673364713272775829840,"{2: 4, 5: 1, 661: 1, 365746470588375052493: 1}",365746470588375052493
42,-35,19327380983811370533674080,"{2: 5, 5: 1, 113: 1, 1068992311051513856951: 1}",1068992311051513856951
42,-33,19269780666569794150999120,"{2: 4, 5: 1, 37: 1, 163: 1, 337: 1, 256898281: 1, 461324327: 1}",461324327
42,-31,19087379661971468939195080,"{2: 3, 5: 1, 5194109: 1, 68097943: 1, 1349091071: 1}",1349091071
42,-29,18637457183962266750078448,"{2: 4, 17: 1, 1453: 1, 684379: 1, 20443: 1, 3370628099: 1}",3370628099
42,-27,17737612227943862371845184,"{2: 6, 89: 1, 4157: 1, 749109235164789997: 1}",749109235164789997
42,-25,16237870634579855074789744,"{2: 4, 53: 1, 174511452397: 1, 109725935399: 1}",174511452397
42,-23,14113236710647511403961204,"{2: 2, 7: 1, 504044168237411121570043: 1}",504044168237411121570043
42,-21,11516461914730202472948544,"{2: 6, 1510991: 1, 29631821: 1, 4019008111: 1}",4019008111
42,-19,8746568799085072946535040,"{2: 7, 5: 1, 263: 1, 2543: 1, 70439: 1, 290096475311: 1}",290096475311
42,-17,6144547993479042179298112,"{2: 6, 7: 1, 11: 5, 2161: 1, 49757: 1, 12671: 1, 62507: 1}",62507
42,-15,3976197322140683206600672,"{2: 5, 43: 1, 2889678286439450004797: 1}",2889678286439450004797
42,-13,2363834002427544483312832,"{2: 6, 311702161: 1, 118494225928483: 1}",118494225928483
42,-11,1288925122618785334454272,"{2: 11, 514435673: 1, 1223394883093: 1}",1223394883093
42,-9,643979794733529845139136,"{2: 6, 7: 1, 21407: 1, 194083: 1, 345979942097: 1}",345979942097
42,-7,294634408795683121760104,"{2: 3, 3001: 1, 12272342918847181013: 1}",12272342918847181013
42,-5,123386670590856296574304,"{2: 5, 21767: 1, 177141243899676541: 1}",177141243899676541
42,-3,47276564722044374269504,"{2: 6, 7: 1, 619: 1, 5347: 1, 31883578898911: 1}",31883578898911
42,-1,16565469371471142462304,"{2: 5, 80621: 1, 49433: 1, 153947: 1, 843757: 1}",843757
43,-40,77370814779379741131758428,"{2: 2, 7: 2, 13: 1, 37: 1, 43: 1, 379: 1, 631: 1, 673: 1, 14197: 1, 8352709: 1}",8352709
43,-38,77364687315988376439642724,"{2: 2, 7: 1, 77039818277: 1, 35864889206579: 1}",35864889206579
43,-36,77322816316147384376852080,"{2: 4, 5: 1, 7: 1, 61: 1, 10111: 1, 272374313: 1, 821919991: 1}",821919991
43,-34,77136722983520752986671440,"{2: 4, 5: 1, 7: 1, 18379912138051: 1, 7494276749: 1}",18379912138051
43,-32,76531919652484200968584360,"{2: 3, 5: 1, 7: 1, 1489: 1, 128281667: 1, 1430952714749: 1}",1430952714749
43,-30,74999751213858269189430424,"{2: 3, 7: 1, 11: 1, 79: 1, 101: 1, 24043: 1, 634661259272087: 1}",634661259272087
43,-28,71850293867793853865614000,"{2: 4, 5: 3, 7: 1, 71: 2, 653: 1, 1559088019647637: 1}",1559088019647637
43,-26,66451224131683427596214416,"{2: 4, 31907: 1, 2563433: 1, 50777937870571: 1}",50777937870571
43,-24,58577580766522389286673356,"{2: 2, 32213669: 1, 454601901808533431: 1}",454601901808533431
43,-22,48662622454838118822806836,"{2: 2, 12165655613709529705701709: 1}",12165655613709529705701709
43,-20,37756168311985421312553664,"{2: 6, 177492663307: 1, 3323743747393: 1}",3323743747393
43,-18,27180212779522199484429376,"{2: 6, 3583: 1, 7955413717: 1, 14899212019: 1}",14899212019
43,-16,18073139959901091799100128,"{2: 5, 52544859761: 1, 10748636999239: 1}",10748636999239
43,-14,11067699329423316656539168,"{2: 5, 167: 1, 251: 1, 8251201279778577797: 1}",8251201279778577797
43,-12,6230609370283900486675648,"{2: 6, 11: 1, 13: 2, 373: 1, 3624457: 1, 38736410693: 1}",38736410693
43,-10,3220864506819374869871680,"{2: 6, 5: 1, 73761400621: 1, 136456215569: 1}",136456215569
43,-8,1527883021120579210419448,"{2: 3, 6501311: 1, 29376440788645921: 1}",29376440788645921
43,-6,664794420568252011483016,"{2: 3, 83099302571031501435377: 1}",83099302571031501435377
43,-4,265216364756989419382816,"{2: 5, 53: 1, 83: 1, 1129: 1, 7121: 1, 137341: 1, 1706323: 1}",1706323
43,-2,96972972836457801656416,"{2: 5, 3030405401139306301763: 1}",3030405401139306301763
43,0,32479672600254014861296,"{2: 4, 83: 1, 89899: 1, 272056249672943: 1}",272056249672943
44,-41,309483696793475490576470548,"{2: 2, 431: 1, 179514905332642395926027: 1}",179514905332642395926027
44,-39,309464876727344870450686600,"{2: 3, 5: 2, 7: 1, 59: 1, 293: 1, 12786853735149652937: 1}",12786853735149652937
44,-37,309333136264430529570198964,"{2: 2, 7: 2, 1578230287063421069235709: 1}",1578230287063421069235709
44,-35,308732985266709643336866400,"{2: 5, 5: 2, 7: 1, 11: 1, 271: 1, 347: 1, 1483: 1, 35938703310449: 1}",35938703310449
44,-33,306732481940973355892424520,"{2: 3, 5: 1, 7: 1, 1290746497: 1, 848712859058947: 1}",848712859058947
44,-31,301531173294059008536875632,"{2: 4, 7: 1, 23: 1, 1699: 1, 5051: 1, 11699: 1, 1165914948557: 1}",1165914948557
44,-29,290550632817239830786272424,"{2: 3, 7: 1, 17: 1, 39077921: 1, 2755267: 1, 2834586641: 1}",2834586641
44,-27,271203966262844136654257248,"{2: 5, 3182917: 1, 2662690841675695367: 1}",2662690841675695367
44,-25,242183966431250595456234484,"{2: 2, 16986512406569: 1, 3564356835509: 1}",16986512406569
44,-23,204565448131036745755093864,"{2: 3, 569: 1, 5113: 1, 8789298932484236989: 1}",8789298932484236989
44,-21,161931127390794382760467828,"{2: 2, 523: 1, 7669: 1, 10093224228879695611: 1}",10093224228879695611
44,-19,119296806650552019765841792,"{2: 7, 932006301957437654420639: 1}",932006301957437654420639
44,-17,81399632659225474881729760,"{2: 5, 5: 1, 1171: 1, 4099: 1, 12577: 1, 14551: 1, 579158917: 1}",579158917
44,-15,51276237948171041768717632,"{2: 6, 2309: 1, 13198021721: 1, 26290776217: 1}",26290776217
44,-13,29759527440275018116566112,"{2: 5, 461: 1, 2017321545571788104431: 1}",2017321545571788104431
44,-11,15893202890742025096290688,"{2: 7, 47: 1, 193: 1, 13688198388702686701: 1}",13688198388702686701
44,-9,7804513570181112501130024,"{2: 3, 13: 1, 233: 1, 16943: 1, 19009306314172799: 1}",19009306314172799
44,-7,3522266282825335244868496,"{2: 4, 599: 1, 3851801: 1, 95413876062919: 1}",95413876062919
44,-5,1460443514839220269631464,"{2: 3, 79: 1, 174737: 1, 25873: 1, 511135473427: 1}",511135473427
44,-3,556135283266362824352064,"{2: 6, 11: 1, 89: 1, 4357: 1, 1079527: 1, 1887107821: 1}",1887107821
44,-1,194411990637219846240304,"{2: 4, 73: 1, 166448622120907402603: 1}",166448622120907402603
45,-42,1237936100201771540454192700,"{2: 2, 5: 2, 7: 1, 23: 1, 727: 1, 859: 1, 1277: 1, 3169: 1, 174197: 1, 174659: 1}",174659
45,-40,1237878326975510101928530348,"{2: 2, 59932070059: 1, 5163672495196993: 1}",5163672495196993
45,-38,1237464285520636459161283492,"{2: 2, 7: 1, 277: 1, 3793: 1, 42064141577833806499: 1}",42064141577833806499
45,-36,1235532092064559459580798164,"{2: 2, 7: 1, 19: 1, 30707: 1, 7649: 1, 542093: 1, 18240072023: 1}",18240072023
45,-34,1228930431089629711014139960,"{2: 3, 5: 1, 7: 2, 344293: 1, 9622241: 1, 189263472527: 1}",189263472527
45,-32,1211326001823150381503051416,"{2: 3, 7: 1, 17: 1, 1272401262419275610822533: 1}",1272401262419275610822533
45,-30,1173183071745778500895692904,"{2: 3, 7: 1, 59: 1, 76896076837: 1, 4617655890973: 1}",4617655890973
45,-28,1104162531605772240749044168,"{2: 3, 26161: 1, 8631331: 1, 611238788786531: 1}",611238788786531
45,-26,997755865556595923022960700,"{2: 2, 5: 2, 17: 1, 233: 1, 2518949420743741285087: 1}",2518949420743741285087
45,-24,855880310824360832721516076,"{2: 2, 1163: 1, 232591: 1, 791007176632792943: 1}",791007176632792943
45,-22,690358830303419894036497348,"{2: 2, 113: 1, 1527342544919070562027649: 1}",1527342544919070562027649
45,-20,519821547342450442057993204,"{2: 2, 2101741: 1, 61832255656435598161: 1}",61832255656435598161
45,-18,363495704628228444411031072,"{2: 5, 136751: 1, 123719: 1, 349787: 1, 1919458507: 1}",1919458507
45,-16,235228346503738600187882656,"{2: 5, 6113: 1, 1316801: 1, 657171569: 1, 1389589: 1}",657171569
45,-14,140554820268996096118415968,"{2: 5, 3602171: 1, 1219358584977261769: 1}",1219358584977261769
45,-12,77439136112501093405438176,"{2: 5, 79: 1, 107: 1, 16477: 1, 17374867864383703: 1}",17374867864383703
45,-10,39306743601285362599680760,"{2: 3, 5: 1, 15486071: 1, 63454997076542789: 1}",63454997076542789
45,-8,18371312418657118235735512,"{2: 3, 79: 1, 13297: 1, 2186097037527394853: 1}",2186097037527394853
45,-6,7903596827342996053762888,"{2: 3, 14871047: 1, 66434434873205263: 1}",66434434873205263
45,-4,3128849364638308742687656,"{2: 3, 53: 1, 7379361709052614959169: 1}",7379361709052614959169
45,-2,1139371255178022363072976,"{2: 4, 359: 1, 402503: 1, 4028173: 1, 122341441: 1}",122341441
45,0,381474832526484694648336,"{2: 4, 7: 3, 9257: 1, 7508989976509871: 1}",7508989976509871
46,-43,4951748339890694896261702324,"{2: 2, 11: 1, 37: 1, 61: 1, 71: 1, 601: 1, 6553: 1, 461521: 1, 386375761: 1}",386375761
46,-41,4951571081128301846239783744,"{2: 6, 77368298142629716347496621: 1}",77368298142629716347496621
46,-39,4950271183537419479412380824,"{2: 3, 311: 1, 499498817: 1, 3983310406572869: 1}",3983310406572869
46,-37,4944060561714314837903677984,"{2: 5, 7: 1, 73: 1, 109: 1, 2773871928644541889163: 1}",2773871928644541889163
46,-35,4922323385333448592623218044,"{2: 2, 7: 1, 1931: 1, 1648553: 1, 55223880845264611: 1}",55223880845264611
46,-33,4862908436559080855523294208,"{2: 10, 7: 1, 263: 1, 191449: 1, 13473773579611463: 1}",13473773579611463
46,-31,4730875217060485884190130128,"{2: 4, 7: 2, 1359376523: 1, 4439005317143879: 1}",4439005317143879
46,-29,4485670666563095223142825408,"{2: 6, 29: 1, 12889: 1, 37430933: 1, 5009559473839: 1}",5009559473839
46,-27,4097430128275560009817926268,"{2: 2, 113: 1, 9065110903264513296057359: 1}",9065110903264513296057359
46,-25,3565396798029678421187508928,"{2: 6, 7: 1, 3691: 1, 2156183959794624969271: 1}",2156183959794624969271
46,-23,2926956801734620514831008120,"{2: 3, 5: 1, 572051: 1, 200899: 1, 636713117690747: 1}",636713117690747
46,-21,2249823472330771220210476960,"{2: 5, 5: 1, 3917: 1, 3589838320670748053693: 1}",3589838320670748053693
46,-19,1610308661227135775291086420,"{2: 2, 5: 1, 163: 1, 310237: 1, 1592201162443111991: 1}",1592201162443111991
46,-17,1069180744139444244974679040,"{2: 10, 5: 1, 708007: 1, 2552717: 1, 115542283243: 1}",115542283243
46,-15,656892807310726888543130560,"{2: 6, 5: 1, 2052790022846021526697283: 1}",2052790022846021526697283
46,-13,372872228606499376334730496,"{2: 8, 173: 1, 55523233: 1, 151634919064649: 1}",151634919064649
46,-11,195359366916357181204480456,"{2: 3, 53: 1, 20101: 1, 8629: 1, 35837: 1, 74123958353: 1}",74123958353
46,-9,94420680857256717306887296,"{2: 7, 23: 1, 179: 1, 331: 1, 2522957: 1, 214554905563: 1}",214554905563
46,-7,42082102900686106397024176,"{2: 4, 89: 1, 10743264811: 1, 2750750267609: 1}",2750750267609
46,-5,17290144921257922281825856,"{2: 6, 270158514394655035653529: 1}",270158514394655035653529
46,-3,6546963130172375831906584,"{2: 3, 733: 1, 18170129: 1, 61445194445839: 1}",61445194445839
46,-1,2283795752757476447017984,"{2: 10, 71: 1, 31412243518341170321: 1}",31412243518341170321
47,-44,19807005176813605788381603868,"{2: 2, 7: 1, 47: 1, 139: 1, 1933: 1, 17389: 1, 44483: 1, 72418178167: 1}",72418178167
47,-42,19806461583275600434981053556,"{2: 2, 95713: 1, 7607: 1, 7925101: 1, 858139225079: 1}",858139225079
47,-40,19802384631740560284476926216,"{2: 3, 313: 1, 5861: 1, 10789: 1, 125063406172640401: 1}",125063406172640401
47,-38,19782452868680363993123414776,"{2: 3, 29: 1, 443: 1, 51137: 1, 3764030921031117073: 1}",3764030921031117073
47,-36,19711030717714660615773332116,"{2: 2, 7: 1, 107: 1, 6579115726874052274957721: 1}",6579115726874052274957721
47,-34,19511048695010691159193100668,"{2: 2, 7: 1, 31: 1, 22478166699321072764047351: 1}",22478166699321072764047351
47,-32,19055534087740538508093684592,"{2: 4, 7: 1, 643: 1, 3193339: 1, 82860415180782433: 1}",82860415180782433
47,-30,18187887216749771553618606352,"{2: 4, 464327: 1, 374317: 1, 6540316725766883: 1}",6540316725766883
47,-28,16777961051389775252596604212,"{2: 2, 7: 1, 4457: 1, 134443099549583121675347: 1}",134443099549583121675347
47,-26,14793620522364595273380453052,"{2: 2, 219937: 1, 3274090177: 1, 5136006316687: 1}",5136006316687
47,-24,12346267203233539965680533288,"{2: 3, 17: 1, 169003: 1, 1003969847: 1, 535034368313: 1}",535034368313
47,-22,9676427218726934175462439000,"{2: 3, 5: 3, 9163997: 1, 1055917763692735187: 1}",1055917763692735187
47,-20,7080749456012178546083736220,"{2: 2, 5: 1, 2893399: 1, 34869353: 1, 3509110271413: 1}",3509110271413
47,-18,4817850893645468510215123540,"{2: 2, 5: 1, 53: 1, 131: 1, 5217697: 1, 199673167: 1, 33302561: 1}",199673167
47,-16,3039859166071624910604070720,"{2: 6, 5: 1, 109: 1, 3696397231: 1, 23577532442099: 1}",23577532442099
47,-14,1775509493130225017547322048,"{2: 6, 83: 1, 334245010001924890351529: 1}",334245010001924890351529
47,-12,958950329355570919948171864,"{2: 3, 7: 1, 13: 1, 181: 1, 677: 1, 12539: 1, 4223911: 1, 202964381: 1}",202964381
47,-10,478621409488127333125142344,"{2: 3, 17: 2, 163: 1, 2001754897: 1, 634462250867: 1}",634462250867
47,-8,220666989559315036497959824,"{2: 4, 101653198151: 1, 135673909904639: 1}",135673909904639
47,-6,93952537664459873242501744,"{2: 4, 17: 1, 2244157: 1, 153916923554571011: 1}",153916923554571011
47,-4,36931034311775049777545608,"{2: 3, 397337: 1, 11618297034939814873: 1}",11618297034939814873
47,-2,13398350388444805172960536,"{2: 3, 7: 1, 19: 1, 12592434575606019899399: 1}",12592434575606019899399
47,0,4484454962940924640920736,"{2: 5, 491: 1, 56239: 1, 1959011: 1, 2590620107: 1}",2590620107
48,-45,79228056159006901763530799188,"{2: 2, 408431: 1, 48495373856910287027387: 1}",48495373856910287027387
48,-43,79226389926640407093324764536,"{2: 3, 311: 1, 1780690791673: 1, 17882613006289: 1}",17882613006289
48,-41,79213615478497281288411832204,"{2: 2, 1193: 1, 16599667954421056430932907: 1}",16599667954421056430932907
48,-39,79149743237781652263847170544,"{2: 4, 953: 1, 5190827861869205945950103: 1}",5190827861869205945950103
48,-37,78915545021824345840443411124,"{2: 2, 19728886255456086460110852781: 1}",19728886255456086460110852781
48,-35,78244176802746734093352634120,"{2: 3, 5: 1, 7: 1, 279443488581238336047687979: 1}",279443488581238336047687979
48,-33,76677650958232306683474154444,"{2: 2, 7: 1, 113: 1, 10607: 1, 2284755629086637878603: 1}",2284755629086637878603
48,-31,73619195737989853168949503648,"{2: 5, 31356324487: 1, 73369564336725347: 1}",73369564336725347
48,-29,68521770370919097311408418988,"{2: 2, 863: 1, 706100847317: 1, 28111955420257: 1}",28111955420257
48,-27,61158822618483561072737963368,"{2: 3, 31: 1, 1846057: 1, 92397749: 1, 1445775755887: 1}",1445775755887
